Job_ID,Job_Title,Industry,Skills_Required,Education_Required,Experience_Level,Location,Salary_Range,Demand_Level,,,,,
450,Business Analyst,IT,"Requirements Analysis, Agile",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
451,Software Engineer,IT,"Python, Java, SQL",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
452,Data Analyst,IT,"Python, Excel, Data Visualization",Bachelors in Data Science,Entry-level,Kandy,100000-130000,Medium,,,,,
453,Network Administrator,IT,"Networking, Cybersecurity",Diploma in IT,Mid-level,Galle,120000-160000,Medium,,,,,
454,Web Developer,IT,"HTML, CSS, React",Bachelors in Software Engineering,Entry-level,Colombo,110000-140000,High,,,,,
455,Registered Nurse,Healthcare,"Patient Care, Communication",Diploma in Nursing,Mid-level,Jaffna,90000-120000,High,,,,,
456,Teacher,Education,"Teaching, Subject Expertise",Bachelors in Education,Entry-level,Matara,80000-100000,Medium,,,,,
457,Software Engineer,IT,"Java, Spring Boot",Bachelors in Computer Science,Senior-level,Colombo,200000-250000,High,,,,,
458,Data Scientist,IT,"Machine Learning, Python",Masters in Data Science,Mid-level,Kandy,180000-220000,High,,,,,
459,HR Manager,Human Resources,"Recruitment, Leadership",Bachelors in HR Management,Senior-level,Colombo,140000-180000,Medium,,,,,
460,Accountant,Finance,"Accounting, Tally",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
461,DevOps Engineer,IT,"AWS, Docker",Bachelors in Computer Science,Mid-level,Colombo,160000-200000,High,,,,,
462,Mobile App Developer,IT,"Flutter, Android Development",Bachelors in Software Engineering,Entry-level,Kandy,110000-150000,High,,,,,
463,Medical Officer,Healthcare,"Clinical Skills, Diagnosis",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
464,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Matara,100000-130000,Medium,,,,,
465,Business Analyst,IT,"Requirements Analysis, SQL",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
466,Financial Analyst,Finance,"Financial Modeling, Excel",Bachelors in Finance,Entry-level,Galle,100000-120000,Medium,,,,,
467,UI/UX Designer,IT,"Figma, User Research",Bachelors in Design,Entry-level,Colombo,100000-140000,High,,,,,
468,Pharmacist,Healthcare,"Pharmacy, Patient Counseling",Bachelors in Pharmacy,Mid-level,Jaffna,90000-120000,Medium,,,,,
469,Project Manager,IT,"Project Management, Agile",Bachelors in IT Management,Senior-level,Colombo,180000-220000,High,,,,,
470,School Principal,Education,"Leadership, Administration",Masters in Education,Senior-level,Kandy,120000-150000,Medium,,,,,
471,Full Stack Developer,IT,"Python, JavaScript, React",Bachelors in Computer Science,Mid-level,Colombo,150000-190000,High,,,,,
472,Database Administrator,IT,"SQL, Oracle",Bachelors in IT,Mid-level,Galle,120000-160000,Medium,,,,,
473,Nurse Practitioner,Healthcare,"Advanced Nursing, Diagnosis",Masters in Nursing,Senior-level,Jaffna,110000-140000,High,,,,,
474,Mathematics Teacher,Education,"Mathematics, Teaching",Bachelors in Mathematics,Entry-level,Matara,80000-100000,Medium,,,,,
475,Cybersecurity Analyst,IT,"Cybersecurity, Risk Assessment",Bachelors in Cybersecurity,Mid-level,Colombo,140000-180000,High,,,,,
476,Marketing Manager,Marketing,"Digital Marketing, SEO",Bachelors in Marketing,Senior-level,Kandy,120000-160000,Medium,,,,,
477,AI Engineer,IT,"Machine Learning, Python",Masters in AI,Mid-level,Colombo,180000-220000,High,,,,,
478,Accountant,Finance,"Accounting, Taxation",Bachelors in Accounting,Entry-level,Galle,90000-120000,Medium,,,,,
479,Clinical Researcher,Healthcare,"Research, Data Analysis",Masters in Public Health,Mid-level,Jaffna,100000-130000,Medium,,,,,
480,IT Support Specialist,IT,"Troubleshooting, Customer Service",Diploma in IT,Entry-level,Kandy,80000-110000,Medium,,,,,
481,Software Engineer,IT,"Python, SQL, Django",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
482,Data Engineer,IT,"ETL, Big Data",Bachelors in Data Science,Mid-level,Kandy,140000-180000,High,,,,,
483,Physiotherapist,Healthcare,"Physical Therapy, Rehabilitation",Bachelors in Physiotherapy,Mid-level,Jaffna,90000-120000,Medium,,,,,
484,English Teacher,Education,"English, Communication",Bachelors in English,Entry-level,Matara,80000-100000,Medium,,,,,
485,Cloud Engineer,IT,"AWS, Azure",Bachelors in IT,Senior-level,Colombo,180000-220000,High,,,,,
486,Financial Planner,Finance,"Financial Planning, Investment",Bachelors in Finance,Mid-level,Galle,110000-140000,Medium,,,,,
487,Graphic Designer,IT,"Adobe Photoshop, Creativity",Diploma in Graphic Design,Entry-level,Colombo,90000-120000,Medium,,,,,
488,Lab Technician,Healthcare,"Lab Testing, Precision",Diploma in Medical Lab Technology,Entry-level,Jaffna,80000-100000,Medium,,,,,
489,Scrum Master,IT,"Agile, Leadership",Bachelors in IT Management,Mid-level,Colombo,140000-180000,High,,,,,
490,Science Teacher,Education,"Science, Teaching",Bachelors in Science,Entry-level,Matara,80000-100000,Medium,,,,,
491,Backend Developer,IT,"Node.js, MongoDB",Bachelors in Software Engineering,Mid-level,Colombo,130000-170000,High,,,,,
492,HR Specialist,Human Resources,"Recruitment, Communication",Bachelors in HR Management,Entry-level,Kandy,90000-120000,Medium,,,,,
493,Data Analyst,IT,"SQL, Python",Bachelors in Data Science,Entry-level,Galle,100000-130000,Medium,,,,,
494,Medical Officer,Healthcare,"Clinical Skills, Patient Care",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
495,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Colombo,100000-130000,Medium,,,,,
496,Network Engineer,IT,"Cisco, Troubleshooting",Bachelors in IT,Mid-level,Kandy,120000-160000,Medium,,,,,
497,Accountant,Finance,"Accounting, Financial Reporting",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
498,Software Tester,IT,"Manual Testing, Selenium",Bachelors in Software Engineering,Entry-level,Colombo,100000-140000,High,,,,,
499,Nurse,Healthcare,"Patient Care, Nursing",Diploma in Nursing,Entry-level,Jaffna,80000-110000,High,,,,,
500,Business Analyst,IT,"Requirements Analysis, Agile",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
501,Software Engineer,IT,"Python, Java, SQL",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
502,Data Analyst,IT,"Python, Excel, Data Visualization",Bachelors in Data Science,Entry-level,Kandy,100000-130000,Medium,,,,,
503,Network Administrator,IT,"Networking, Cybersecurity",Diploma in IT,Mid-level,Galle,120000-160000,Medium,,,,,
504,Web Developer,IT,"HTML, CSS, React",Bachelors in Software Engineering,Entry-level,Colombo,110000-140000,High,,,,,
505,Registered Nurse,Healthcare,"Patient Care, Communication",Diploma in Nursing,Mid-level,Jaffna,90000-120000,High,,,,,
506,Teacher,Education,"Teaching, Subject Expertise",Bachelors in Education,Entry-level,Matara,80000-100000,Medium,,,,,
507,Software Engineer,IT,"Java, Spring Boot",Bachelors in Computer Science,Senior-level,Colombo,200000-250000,High,,,,,
508,Data Scientist,IT,"Machine Learning, Python",Masters in Data Science,Mid-level,Kandy,180000-220000,High,,,,,
509,HR Manager,Human Resources,"Recruitment, Leadership",Bachelors in HR Management,Senior-level,Colombo,140000-180000,Medium,,,,,
510,Accountant,Finance,"Accounting, Tally",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
511,DevOps Engineer,IT,"AWS, Docker",Bachelors in Computer Science,Mid-level,Colombo,160000-200000,High,,,,,
512,Mobile App Developer,IT,"Flutter, Android Development",Bachelors in Software Engineering,Entry-level,Kandy,110000-150000,High,,,,,
513,Medical Officer,Healthcare,"Clinical Skills, Diagnosis",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
514,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Matara,100000-130000,Medium,,,,,
515,Business Analyst,IT,"Requirements Analysis, SQL",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
516,Financial Analyst,Finance,"Financial Modeling, Excel",Bachelors in Finance,Entry-level,Galle,100000-120000,Medium,,,,,
517,UI/UX Designer,IT,"Figma, User Research",Bachelors in Design,Entry-level,Colombo,100000-140000,High,,,,,
518,Pharmacist,Healthcare,"Pharmacy, Patient Counseling",Bachelors in Pharmacy,Mid-level,Jaffna,90000-120000,Medium,,,,,
519,Project Manager,IT,"Project Management, Agile",Bachelors in IT Management,Senior-level,Colombo,180000-220000,High,,,,,
520,School Principal,Education,"Leadership, Administration",Masters in Education,Senior-level,Kandy,120000-150000,Medium,,,,,
521,Full Stack Developer,IT,"Python, JavaScript, React",Bachelors in Computer Science,Mid-level,Colombo,150000-190000,High,,,,,
522,Database Administrator,IT,"SQL, Oracle",Bachelors in IT,Mid-level,Galle,120000-160000,Medium,,,,,
523,Nurse Practitioner,Healthcare,"Advanced Nursing, Diagnosis",Masters in Nursing,Senior-level,Jaffna,110000-140000,High,,,,,
524,Mathematics Teacher,Education,"Mathematics, Teaching",Bachelors in Mathematics,Entry-level,Matara,80000-100000,Medium,,,,,
525,Cybersecurity Analyst,IT,"Cybersecurity, Risk Assessment",Bachelors in Cybersecurity,Mid-level,Colombo,140000-180000,High,,,,,
526,Marketing Manager,Marketing,"Digital Marketing, SEO",Bachelors in Marketing,Senior-level,Kandy,120000-160000,Medium,,,,,
527,AI Engineer,IT,"Machine Learning, Python",Masters in AI,Mid-level,Colombo,180000-220000,High,,,,,
528,Accountant,Finance,"Accounting, Taxation",Bachelors in Accounting,Entry-level,Galle,90000-120000,Medium,,,,,
529,Clinical Researcher,Healthcare,"Research, Data Analysis",Masters in Public Health,Mid-level,Jaffna,100000-130000,Medium,,,,,
530,IT Support Specialist,IT,"Troubleshooting, Customer Service",Diploma in IT,Entry-level,Kandy,80000-110000,Medium,,,,,
531,Software Engineer,IT,"Python, SQL, Django",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
532,Data Engineer,IT,"ETL, Big Data",Bachelors in Data Science,Mid-level,Kandy,140000-180000,High,,,,,
533,Physiotherapist,Healthcare,"Physical Therapy, Rehabilitation",Bachelors in Physiotherapy,Mid-level,Jaffna,90000-120000,Medium,,,,,
534,English Teacher,Education,"English, Communication",Bachelors in English,Entry-level,Matara,80000-100000,Medium,,,,,
535,Cloud Engineer,IT,"AWS, Azure",Bachelors in IT,Senior-level,Colombo,180000-220000,High,,,,,
536,Financial Planner,Finance,"Financial Planning, Investment",Bachelors in Finance,Mid-level,Galle,110000-140000,Medium,,,,,
537,Graphic Designer,IT,"Adobe Photoshop, Creativity",Diploma in Graphic Design,Entry-level,Colombo,90000-120000,Medium,,,,,
538,Lab Technician,Healthcare,"Lab Testing, Precision",Diploma in Medical Lab Technology,Entry-level,Jaffna,80000-100000,Medium,,,,,
539,Scrum Master,IT,"Agile, Leadership",Bachelors in IT Management,Mid-level,Colombo,140000-180000,High,,,,,
540,Science Teacher,Education,"Science, Teaching",Bachelors in Science,Entry-level,Matara,80000-100000,Medium,,,,,
541,Backend Developer,IT,"Node.js, MongoDB",Bachelors in Software Engineering,Mid-level,Colombo,130000-170000,High,,,,,
542,HR Specialist,Human Resources,"Recruitment, Communication",Bachelors in HR Management,Entry-level,Kandy,90000-120000,Medium,,,,,
543,Data Analyst,IT,"SQL, Python",Bachelors in Data Science,Entry-level,Galle,100000-130000,Medium,,,,,
544,Medical Officer,Healthcare,"Clinical Skills, Patient Care",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
545,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Colombo,100000-130000,Medium,,,,,
546,Network Engineer,IT,"Cisco, Troubleshooting",Bachelors in IT,Mid-level,Kandy,120000-160000,Medium,,,,,
547,Accountant,Finance,"Accounting, Financial Reporting",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
548,Software Tester,IT,"Manual Testing, Selenium",Bachelors in Software Engineering,Entry-level,Colombo,100000-140000,High,,,,,
549,Nurse,Healthcare,"Patient Care, Nursing",Diploma in Nursing,Entry-level,Jaffna,80000-110000,High,,,,,
550,Business Analyst,IT,"Requirements Analysis, Agile",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
551,Software Engineer,IT,"Python, Java, SQL",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
552,Data Analyst,IT,"Python, Excel, Data Visualization",Bachelors in Data Science,Entry-level,Kandy,100000-130000,Medium,,,,,
553,Network Administrator,IT,"Networking, Cybersecurity",Diploma in IT,Mid-level,Galle,120000-160000,Medium,,,,,
554,Web Developer,IT,"HTML, CSS, React",Bachelors in Software Engineering,Entry-level,Colombo,110000-140000,High,,,,,
555,Registered Nurse,Healthcare,"Patient Care, Communication",Diploma in Nursing,Mid-level,Jaffna,90000-120000,High,,,,,
556,Teacher,Education,"Teaching, Subject Expertise",Bachelors in Education,Entry-level,Matara,80000-100000,Medium,,,,,
557,Software Engineer,IT,"Java, Spring Boot",Bachelors in Computer Science,Senior-level,Colombo,200000-250000,High,,,,,
558,Data Scientist,IT,"Machine Learning, Python",Masters in Data Science,Mid-level,Kandy,180000-220000,High,,,,,
559,HR Manager,Human Resources,"Recruitment, Leadership",Bachelors in HR Management,Senior-level,Colombo,140000-180000,Medium,,,,,
560,Accountant,Finance,"Accounting, Tally",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
561,DevOps Engineer,IT,"AWS, Docker",Bachelors in Computer Science,Mid-level,Colombo,160000-200000,High,,,,,
562,Mobile App Developer,IT,"Flutter, Android Development",Bachelors in Software Engineering,Entry-level,Kandy,110000-150000,High,,,,,
563,Medical Officer,Healthcare,"Clinical Skills, Diagnosis",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
564,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Matara,100000-130000,Medium,,,,,
565,Business Analyst,IT,"Requirements Analysis, SQL",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
566,Financial Analyst,Finance,"Financial Modeling, Excel",Bachelors in Finance,Entry-level,Galle,100000-120000,Medium,,,,,
567,UI/UX Designer,IT,"Figma, User Research",Bachelors in Design,Entry-level,Colombo,100000-140000,High,,,,,
568,Pharmacist,Healthcare,"Pharmacy, Patient Counseling",Bachelors in Pharmacy,Mid-level,Jaffna,90000-120000,Medium,,,,,
569,Project Manager,IT,"Project Management, Agile",Bachelors in IT Management,Senior-level,Colombo,180000-220000,High,,,,,
570,School Principal,Education,"Leadership, Administration",Masters in Education,Senior-level,Kandy,120000-150000,Medium,,,,,
571,Full Stack Developer,IT,"Python, JavaScript, React",Bachelors in Computer Science,Mid-level,Colombo,150000-190000,High,,,,,
572,Database Administrator,IT,"SQL, Oracle",Bachelors in IT,Mid-level,Galle,120000-160000,Medium,,,,,
573,Nurse Practitioner,Healthcare,"Advanced Nursing, Diagnosis",Masters in Nursing,Senior-level,Jaffna,110000-140000,High,,,,,
574,Mathematics Teacher,Education,"Mathematics, Teaching",Bachelors in Mathematics,Entry-level,Matara,80000-100000,Medium,,,,,
575,Cybersecurity Analyst,IT,"Cybersecurity, Risk Assessment",Bachelors in Cybersecurity,Mid-level,Colombo,140000-180000,High,,,,,
576,Marketing Manager,Marketing,"Digital Marketing, SEO",Bachelors in Marketing,Senior-level,Kandy,120000-160000,Medium,,,,,
577,AI Engineer,IT,"Machine Learning, Python",Masters in AI,Mid-level,Colombo,180000-220000,High,,,,,
578,Accountant,Finance,"Accounting, Taxation",Bachelors in Accounting,Entry-level,Galle,90000-120000,Medium,,,,,
579,Clinical Researcher,Healthcare,"Research, Data Analysis",Masters in Public Health,Mid-level,Jaffna,100000-130000,Medium,,,,,
580,IT Support Specialist,IT,"Troubleshooting, Customer Service",Diploma in IT,Entry-level,Kandy,80000-110000,Medium,,,,,
581,Software Engineer,IT,"Python, SQL, Django",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
582,Data Engineer,IT,"ETL, Big Data",Bachelors in Data Science,Mid-level,Kandy,140000-180000,High,,,,,
583,Physiotherapist,Healthcare,"Physical Therapy, Rehabilitation",Bachelors in Physiotherapy,Mid-level,Jaffna,90000-120000,Medium,,,,,
584,English Teacher,Education,"English, Communication",Bachelors in English,Entry-level,Matara,80000-100000,Medium,,,,,
585,Cloud Engineer,IT,"AWS, Azure",Bachelors in IT,Senior-level,Colombo,180000-220000,High,,,,,
586,Financial Planner,Finance,"Financial Planning, Investment",Bachelors in Finance,Mid-level,Galle,110000-140000,Medium,,,,,
587,Graphic Designer,IT,"Adobe Photoshop, Creativity",Diploma in Graphic Design,Entry-level,Colombo,90000-120000,Medium,,,,,
588,Lab Technician,Healthcare,"Lab Testing, Precision",Diploma in Medical Lab Technology,Entry-level,Jaffna,80000-100000,Medium,,,,,
589,Scrum Master,IT,"Agile, Leadership",Bachelors in IT Management,Mid-level,Colombo,140000-180000,High,,,,,
590,Science Teacher,Education,"Science, Teaching",Bachelors in Science,Entry-level,Matara,80000-100000,Medium,,,,,
591,Backend Developer,IT,"Node.js, MongoDB",Bachelors in Software Engineering,Mid-level,Colombo,130000-170000,High,,,,,
592,HR Specialist,Human Resources,"Recruitment, Communication",Bachelors in HR Management,Entry-level,Kandy,90000-120000,Medium,,,,,
593,Data Analyst,IT,"SQL, Python",Bachelors in Data Science,Entry-level,Galle,100000-130000,Medium,,,,,
594,Medical Officer,Healthcare,"Clinical Skills, Patient Care",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
595,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Colombo,100000-130000,Medium,,,,,
596,Network Engineer,IT,"Cisco, Troubleshooting",Bachelors in IT,Mid-level,Kandy,120000-160000,Medium,,,,,
597,Accountant,Finance,"Accounting, Financial Reporting",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
598,Software Tester,IT,"Manual Testing, Selenium",Bachelors in Software Engineering,Entry-level,Colombo,100000-140000,High,,,,,
599,Nurse,Healthcare,"Patient Care, Nursing",Diploma in Nursing,Entry-level,Jaffna,80000-110000,High,,,,,
600,Business Analyst,IT,"Requirements Analysis, Agile",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
601,Software Engineer,IT,"Python, Java, SQL",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
602,Data Analyst,IT,"Python, Excel, Data Visualization",Bachelors in Data Science,Entry-level,Kandy,100000-130000,Medium,,,,,
603,Network Administrator,IT,"Networking, Cybersecurity",Diploma in IT,Mid-level,Galle,120000-160000,Medium,,,,,
604,Web Developer,IT,"HTML, CSS, React",Bachelors in Software Engineering,Entry-level,Colombo,110000-140000,High,,,,,
605,Registered Nurse,Healthcare,"Patient Care, Communication",Diploma in Nursing,Mid-level,Jaffna,90000-120000,High,,,,,
606,Teacher,Education,"Teaching, Subject Expertise",Bachelors in Education,Entry-level,Matara,80000-100000,Medium,,,,,
607,Software Engineer,IT,"Java, Spring Boot",Bachelors in Computer Science,Senior-level,Colombo,200000-250000,High,,,,,
608,Data Scientist,IT,"Machine Learning, Python",Masters in Data Science,Mid-level,Kandy,180000-220000,High,,,,,
609,HR Manager,Human Resources,"Recruitment, Leadership",Bachelors in HR Management,Senior-level,Colombo,140000-180000,Medium,,,,,
610,Accountant,Finance,"Accounting, Tally",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
611,DevOps Engineer,IT,"AWS, Docker",Bachelors in Computer Science,Mid-level,Colombo,160000-200000,High,,,,,
612,Mobile App Developer,IT,"Flutter, Android Development",Bachelors in Software Engineering,Entry-level,Kandy,110000-150000,High,,,,,
613,Medical Officer,Healthcare,"Clinical Skills, Diagnosis",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
614,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Matara,100000-130000,Medium,,,,,
615,Business Analyst,IT,"Requirements Analysis, SQL",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
616,Financial Analyst,Finance,"Financial Modeling, Excel",Bachelors in Finance,Entry-level,Galle,100000-120000,Medium,,,,,
617,UI/UX Designer,IT,"Figma, User Research",Bachelors in Design,Entry-level,Colombo,100000-140000,High,,,,,
618,Pharmacist,Healthcare,"Pharmacy, Patient Counseling",Bachelors in Pharmacy,Mid-level,Jaffna,90000-120000,Medium,,,,,
619,Project Manager,IT,"Project Management, Agile",Bachelors in IT Management,Senior-level,Colombo,180000-220000,High,,,,,
620,School Principal,Education,"Leadership, Administration",Masters in Education,Senior-level,Kandy,120000-150000,Medium,,,,,
621,Full Stack Developer,IT,"Python, JavaScript, React",Bachelors in Computer Science,Mid-level,Colombo,150000-190000,High,,,,,
622,Database Administrator,IT,"SQL, Oracle",Bachelors in IT,Mid-level,Galle,120000-160000,Medium,,,,,
623,Nurse Practitioner,Healthcare,"Advanced Nursing, Diagnosis",Masters in Nursing,Senior-level,Jaffna,110000-140000,High,,,,,
624,Mathematics Teacher,Education,"Mathematics, Teaching",Bachelors in Mathematics,Entry-level,Matara,80000-100000,Medium,,,,,
625,Cybersecurity Analyst,IT,"Cybersecurity, Risk Assessment",Bachelors in Cybersecurity,Mid-level,Colombo,140000-180000,High,,,,,
626,Marketing Manager,Marketing,"Digital Marketing, SEO",Bachelors in Marketing,Senior-level,Kandy,120000-160000,Medium,,,,,
627,AI Engineer,IT,"Machine Learning, Python",Masters in AI,Mid-level,Colombo,180000-220000,High,,,,,
628,Accountant,Finance,"Accounting, Taxation",Bachelors in Accounting,Entry-level,Galle,90000-120000,Medium,,,,,
629,Clinical Researcher,Healthcare,"Research, Data Analysis",Masters in Public Health,Mid-level,Jaffna,100000-130000,Medium,,,,,
630,IT Support Specialist,IT,"Troubleshooting, Customer Service",Diploma in IT,Entry-level,Kandy,80000-110000,Medium,,,,,
631,Software Engineer,IT,"Python, SQL, Django",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
632,Data Engineer,IT,"ETL, Big Data",Bachelors in Data Science,Mid-level,Kandy,140000-180000,High,,,,,
633,Physiotherapist,Healthcare,"Physical Therapy, Rehabilitation",Bachelors in Physiotherapy,Mid-level,Jaffna,90000-120000,Medium,,,,,
634,English Teacher,Education,"English, Communication",Bachelors in English,Entry-level,Matara,80000-100000,Medium,,,,,
635,Cloud Engineer,IT,"AWS, Azure",Bachelors in IT,Senior-level,Colombo,180000-220000,High,,,,,
636,Financial Planner,Finance,"Financial Planning, Investment",Bachelors in Finance,Mid-level,Galle,110000-140000,Medium,,,,,
637,Graphic Designer,IT,"Adobe Photoshop, Creativity",Diploma in Graphic Design,Entry-level,Colombo,90000-120000,Medium,,,,,
638,Lab Technician,Healthcare,"Lab Testing, Precision",Diploma in Medical Lab Technology,Entry-level,Jaffna,80000-100000,Medium,,,,,
639,Scrum Master,IT,"Agile, Leadership",Bachelors in IT Management,Mid-level,Colombo,140000-180000,High,,,,,
640,Science Teacher,Education,"Science, Teaching",Bachelors in Science,Entry-level,Matara,80000-100000,Medium,,,,,
641,Backend Developer,IT,"Node.js, MongoDB",Bachelors in Software Engineering,Mid-level,Colombo,130000-170000,High,,,,,
642,HR Specialist,Human Resources,"Recruitment, Communication",Bachelors in HR Management,Entry-level,Kandy,90000-120000,Medium,,,,,
643,Data Analyst,IT,"SQL, Python",Bachelors in Data Science,Entry-level,Galle,100000-130000,Medium,,,,,
644,Medical Officer,Healthcare,"Clinical Skills, Patient Care",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
645,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Colombo,100000-130000,Medium,,,,,
646,Network Engineer,IT,"Cisco, Troubleshooting",Bachelors in IT,Mid-level,Kandy,120000-160000,Medium,,,,,
647,Accountant,Finance,"Accounting, Financial Reporting",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
648,Software Tester,IT,"Manual Testing, Selenium",Bachelors in Software Engineering,Entry-level,Colombo,100000-140000,High,,,,,
649,Nurse,Healthcare,"Patient Care, Nursing",Diploma in Nursing,Entry-level,Jaffna,80000-110000,High,,,,,
650,Business Analyst,IT,"Requirements Analysis, Agile",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
651,Software Engineer,IT,"Python, Java, SQL",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
652,Data Analyst,IT,"Python, Excel, Data Visualization",Bachelors in Data Science,Entry-level,Kandy,100000-130000,Medium,,,,,
653,Network Administrator,IT,"Networking, Cybersecurity",Diploma in IT,Mid-level,Galle,120000-160000,Medium,,,,,
654,Web Developer,IT,"HTML, CSS, React",Bachelors in Software Engineering,Entry-level,Colombo,110000-140000,High,,,,,
655,Registered Nurse,Healthcare,"Patient Care, Communication",Diploma in Nursing,Mid-level,Jaffna,90000-120000,High,,,,,
656,Teacher,Education,"Teaching, Subject Expertise",Bachelors in Education,Entry-level,Matara,80000-100000,Medium,,,,,
657,Software Engineer,IT,"Java, Spring Boot",Bachelors in Computer Science,Senior-level,Colombo,200000-250000,High,,,,,
658,Data Scientist,IT,"Machine Learning, Python",Masters in Data Science,Mid-level,Kandy,180000-220000,High,,,,,
659,HR Manager,Human Resources,"Recruitment, Leadership",Bachelors in HR Management,Senior-level,Colombo,140000-180000,Medium,,,,,
660,Accountant,Finance,"Accounting, Tally",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
661,DevOps Engineer,IT,"AWS, Docker",Bachelors in Computer Science,Mid-level,Colombo,160000-200000,High,,,,,
662,Mobile App Developer,IT,"Flutter, Android Development",Bachelors in Software Engineering,Entry-level,Kandy,110000-150000,High,,,,,
663,Medical Officer,Healthcare,"Clinical Skills, Diagnosis",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
664,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Matara,100000-130000,Medium,,,,,
665,Business Analyst,IT,"Requirements Analysis, SQL",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
666,Financial Analyst,Finance,"Financial Modeling, Excel",Bachelors in Finance,Entry-level,Galle,100000-120000,Medium,,,,,
667,UI/UX Designer,IT,"Figma, User Research",Bachelors in Design,Entry-level,Colombo,100000-140000,High,,,,,
668,Pharmacist,Healthcare,"Pharmacy, Patient Counseling",Bachelors in Pharmacy,Mid-level,Jaffna,90000-120000,Medium,,,,,
669,Project Manager,IT,"Project Management, Agile",Bachelors in IT Management,Senior-level,Colombo,180000-220000,High,,,,,
670,School Principal,Education,"Leadership, Administration",Masters in Education,Senior-level,Kandy,120000-150000,Medium,,,,,
671,Full Stack Developer,IT,"Python, JavaScript, React",Bachelors in Computer Science,Mid-level,Colombo,150000-190000,High,,,,,
672,Database Administrator,IT,"SQL, Oracle",Bachelors in IT,Mid-level,Galle,120000-160000,Medium,,,,,
673,Nurse Practitioner,Healthcare,"Advanced Nursing, Diagnosis",Masters in Nursing,Senior-level,Jaffna,110000-140000,High,,,,,
674,Mathematics Teacher,Education,"Mathematics, Teaching",Bachelors in Mathematics,Entry-level,Matara,80000-100000,Medium,,,,,
675,Cybersecurity Analyst,IT,"Cybersecurity, Risk Assessment",Bachelors in Cybersecurity,Mid-level,Colombo,140000-180000,High,,,,,
676,Marketing Manager,Marketing,"Digital Marketing, SEO",Bachelors in Marketing,Senior-level,Kandy,120000-160000,Medium,,,,,
677,AI Engineer,IT,"Machine Learning, Python",Masters in AI,Mid-level,Colombo,180000-220000,High,,,,,
678,Accountant,Finance,"Accounting, Taxation",Bachelors in Accounting,Entry-level,Galle,90000-120000,Medium,,,,,
679,Clinical Researcher,Healthcare,"Research, Data Analysis",Masters in Public Health,Mid-level,Jaffna,100000-130000,Medium,,,,,
